,LB,BOLE,MOOB,ARF,ARFre,SS-LB,FU-ARF,SS-ARFre,OALE,CALMID
200,0.737675641,0.602161205,0.609452999,0.581659587,0.612049973,0.567239133,0.573737219,0.551295595,0.655261871,0.581541184
201,0.741203846,0.752951891,0.590694352,0.678180924,0.686960987,0.667038095,0.567920517,0.578692583,0.688950531,0.660898945
202,0.775487245,0.787473604,0.566643801,0.740878581,0.757751126,0.703871455,0.524346327,0.531644645,0.698679152,0.70794685
203,0.831169824,0.812145721,0.60666211,0.770973154,0.799453109,0.764471855,0.515379355,0.531034947,0.747492511,0.755727575
204,0.855679657,0.797653735,0.582991538,0.76108084,0.76551479,0.75755909,0.518258443,0.527864137,0.745877832,0.771636262
205,0.901898341,0.804545595,0.608234427,0.795398985,0.788711868,0.774789312,0.607755725,0.533411161,0.761052522,0.817960241
206,0.917947126,0.839755312,0.678787465,0.84248226,0.852904086,0.814029434,0.739170141,0.57671111,0.816291963,0.866841051
207,0.922720298,0.857008713,0.704132645,0.856439625,0.870422394,0.821134319,0.773837924,0.696250598,0.817664793,0.889482428
208,0.932045408,0.874433435,0.728633845,0.890151483,0.872790862,0.833841743,0.823020886,0.769267509,0.831668065,0.901560551
209,0.952935602,0.909866018,0.773809499,0.90916675,0.909620924,0.866983413,0.844496842,0.810881983,0.858142448,0.922421773
210,0.955140556,0.927113658,0.794320557,0.918275119,0.925190244,0.894220442,0.882904092,0.854393234,0.881411894,0.939215636
211,0.964207345,0.935333287,0.817401236,0.937482086,0.936582048,0.912567146,0.903299429,0.87255116,0.888646329,0.950250592
212,0.965676465,0.944253167,0.844651407,0.945537279,0.941112824,0.927829836,0.904337574,0.888208878,0.893512131,0.959398421
213,0.968105528,0.951013832,0.862091973,0.953784216,0.949576168,0.935390475,0.913720752,0.889426968,0.893203071,0.962012531
214,0.975159559,0.963538132,0.877063332,0.95960604,0.960309414,0.944161791,0.928374974,0.91275669,0.916848734,0.971413952
215,0.977308855,0.957733596,0.882528882,0.958432221,0.951187097,0.944745853,0.923140878,0.912896951,0.913332382,0.971061568
216,0.972882191,0.94668344,0.89030618,0.954037212,0.950687312,0.937905396,0.921526855,0.910377061,0.905382708,0.969377599
217,0.967125593,0.951122919,0.875671276,0.945050614,0.95590257,0.937807176,0.92235293,0.914789346,0.904189989,0.964191443
218,0.978335696,0.956145447,0.89190397,0.958924097,0.95404856,0.945276329,0.927309246,0.916324317,0.911287699,0.973546419
219,0.97765,0.956908911,0.898022848,0.957831575,0.957340167,0.947229453,0.920336175,0.910552112,0.905116479,0.972995764
220,0.97825736,0.955267799,0.900111212,0.964095203,0.967266634,0.944454559,0.929490375,0.92868171,0.91843005,0.971699242
221,0.976572259,0.950155898,0.902715303,0.961315694,0.963338376,0.939861044,0.92351867,0.917065618,0.904176313,0.971541791
222,0.979493029,0.954764778,0.915228932,0.960323889,0.954427781,0.94533108,0.92598229,0.921232883,0.904018615,0.974406722
223,0.974335974,0.953814102,0.922119451,0.957955283,0.964119599,0.94358794,0.925831216,0.919321268,0.905377287,0.971951729
224,0.976813152,0.942784128,0.920212928,0.964482129,0.958876701,0.936598501,0.920357469,0.922237888,0.907988478,0.969903334
225,0.979378658,0.958262547,0.936080283,0.966921713,0.972598639,0.948276751,0.937771362,0.933100281,0.919033404,0.975342064
226,0.980928384,0.961404797,0.942789671,0.973167622,0.972020294,0.952440487,0.943334866,0.938831137,0.919937927,0.976021139
227,0.98780966,0.966176662,0.960189224,0.97643601,0.969943507,0.959374503,0.940538043,0.932703138,0.915831621,0.982734325
228,0.989821826,0.969447883,0.963385776,0.977761,0.979774339,0.966635935,0.956665949,0.950072715,0.931141991,0.988507393
229,0.986777991,0.97298691,0.970609358,0.979547694,0.982860128,0.966079695,0.959253479,0.955411514,0.936609572,0.986046267
230,0.983367497,0.970153324,0.976174964,0.981949491,0.983026104,0.968158352,0.964360608,0.963224661,0.95178523,0.983429774
231,0.987618362,0.973486032,0.964530384,0.982766583,0.982257831,0.970787782,0.962560121,0.962331533,0.94305517,0.989265328
232,0.990604865,0.97417664,0.977912118,0.987117734,0.981932802,0.976506483,0.967810814,0.966395429,0.945458107,0.990312418
233,0.985785796,0.972202359,0.973078211,0.982899264,0.986306817,0.968299135,0.967874801,0.966794052,0.941705806,0.986739215
234,0.9901506,0.974978485,0.973186942,0.983955429,0.983840617,0.97442218,0.968958772,0.966015425,0.948370004,0.989776731
235,0.979750818,0.963816397,0.963670015,0.974149669,0.971291928,0.960552619,0.953531345,0.953290627,0.931511917,0.981221418
236,0.979758444,0.958033285,0.951183297,0.964662516,0.965219685,0.954634195,0.9520698,0.953843334,0.930733937,0.977645496
237,0.97048354,0.94370859,0.936005788,0.919913829,0.937505879,0.940555653,0.935925041,0.936619583,0.915264767,0.971134575
238,0.96489279,0.943864539,0.931567713,0.879746308,0.857976129,0.936405939,0.934386222,0.933584717,0.921645818,0.971947759
239,0.962067578,0.928883544,0.900974377,0.881038778,0.873978693,0.919444466,0.917986564,0.924472149,0.910632974,0.964328545
240,0.96590586,0.927929098,0.923795432,0.884788958,0.891645876,0.917928391,0.911269623,0.917283877,0.906115669,0.971859291
241,0.96918871,0.931558919,0.919914764,0.911824206,0.901750441,0.924242304,0.919784635,0.923239566,0.905171502,0.970300691
242,0.975598062,0.934463349,0.942463599,0.922958145,0.924205498,0.932057071,0.926443985,0.925196843,0.91658277,0.976118264
243,0.98138163,0.939776554,0.942589743,0.935660276,0.940383646,0.944382676,0.944784248,0.94046926,0.91274243,0.983616572
244,0.979284463,0.950243808,0.954775641,0.942803106,0.944499027,0.945296816,0.947428101,0.945450653,0.925381807,0.983289292
245,0.97878822,0.94426153,0.957698695,0.949929288,0.943578977,0.939641262,0.944810423,0.940896929,0.910080723,0.985492246
246,0.984590571,0.961982186,0.966416619,0.957801723,0.957163353,0.949477992,0.959423951,0.954039801,0.931333895,0.987461437
247,0.992702207,0.969192652,0.976912371,0.962888344,0.965846891,0.964171138,0.965973597,0.961640605,0.941300641,0.991305831
248,0.990492879,0.972802906,0.982806862,0.967422734,0.967279426,0.961676353,0.972999826,0.971384332,0.948723635,0.99064903
249,0.990375638,0.966591038,0.985439149,0.964879246,0.972548352,0.960082204,0.971528641,0.968492269,0.945353642,0.989767327
250,0.993635423,0.977417147,0.98893868,0.976586664,0.975193542,0.969598034,0.979754091,0.978048199,0.958237583,0.992977273
251,0.992718169,0.975042367,0.986644742,0.976575229,0.971026907,0.970655728,0.976026014,0.973218659,0.957405299,0.992922304
252,0.989986603,0.965278233,0.98515556,0.964259848,0.964242055,0.963992229,0.972756353,0.970170869,0.950597476,0.989276039
253,0.98416858,0.963902697,0.974742016,0.958621727,0.956889669,0.959177079,0.96288011,0.963527753,0.945770377,0.985735531
254,0.971078615,0.950745787,0.970231357,0.938366237,0.936125328,0.947845423,0.952844412,0.951814798,0.935413698,0.976926323
255,0.96759162,0.937460998,0.95376066,0.932376181,0.896642785,0.939405265,0.942430476,0.94026979,0.92975202,0.974027628
256,0.972010182,0.942693337,0.947807324,0.867049124,0.868535757,0.944912723,0.93790519,0.934906623,0.927995862,0.972742674
257,0.969282667,0.938942905,0.943388572,0.85486549,0.847203379,0.937074906,0.925884019,0.918174625,0.92521387,0.966478827
258,0.974021052,0.940293056,0.93772031,0.882505059,0.874597251,0.938944028,0.931818097,0.921817552,0.921931398,0.970017676
259,0.979223541,0.944923411,0.934015205,0.899603539,0.913722014,0.940835985,0.928434809,0.900583428,0.92679064,0.973230543
260,0.979976635,0.954154449,0.939944559,0.925003064,0.896373662,0.945954616,0.934862054,0.905666443,0.925778682,0.977405984
261,0.969517403,0.935334561,0.927645607,0.914832345,0.907690669,0.936639401,0.923238602,0.897312115,0.912670819,0.967142051
262,0.975867558,0.937024043,0.932262834,0.921266643,0.914513386,0.944171502,0.924002078,0.896258414,0.920329593,0.969367793
263,0.985158268,0.941550172,0.938730625,0.925799268,0.938551512,0.949494322,0.929217985,0.907560656,0.926240214,0.973820993
264,0.980620775,0.938553638,0.941742745,0.936751301,0.930400864,0.949436226,0.931771556,0.909552995,0.929662644,0.975740371
265,0.97379703,0.938697353,0.934139741,0.930183425,0.926758775,0.941382354,0.916759134,0.905521086,0.927958171,0.95914601
266,0.982315221,0.950135078,0.947231817,0.940841479,0.944169206,0.957003302,0.932570522,0.921341445,0.938682948,0.969134504
267,0.973640489,0.932761756,0.944023531,0.943508901,0.939242771,0.941304626,0.927006999,0.916554578,0.92729757,0.960501598
268,0.964346105,0.952729649,0.939158093,0.947200532,0.952719365,0.95193895,0.921143798,0.917815553,0.940296092,0.962297554
269,0.974707378,0.957455518,0.952525833,0.958531133,0.9525115,0.953318023,0.942721682,0.934789479,0.939733863,0.968624956
270,0.969240194,0.945615927,0.936555443,0.943335188,0.948220841,0.943097649,0.930873591,0.926990963,0.93121494,0.955086292
271,0.939007302,0.931375688,0.904780734,0.928094583,0.931427082,0.923372838,0.911346111,0.906710697,0.915350659,0.93852063
272,0.908732866,0.920220234,0.872487719,0.900772274,0.897099773,0.896573118,0.88315748,0.884563691,0.892726281,0.914702376
273,0.905438651,0.90194729,0.858251514,0.854700156,0.839733764,0.872005457,0.873405205,0.873005426,0.886889863,0.89989758
274,0.924905827,0.906795188,0.890367295,0.862273207,0.849962337,0.897577978,0.892783557,0.893345967,0.900642391,0.918450379
275,0.933500633,0.899771511,0.914921446,0.885685983,0.901399591,0.904624847,0.906253772,0.906416662,0.903821023,0.924613957
276,0.957467931,0.912453079,0.939021577,0.909779679,0.916082351,0.9299656,0.920932072,0.924078944,0.924404985,0.947014742
277,0.95310546,0.916260017,0.931679574,0.910037306,0.91614448,0.926240156,0.914773527,0.912938762,0.920827506,0.950837674
278,0.965624039,0.938273554,0.947086188,0.930892753,0.925960622,0.940867811,0.925616138,0.923994601,0.933870422,0.967841264
279,0.970297967,0.935787227,0.945613662,0.934127128,0.918915448,0.931291168,0.900167011,0.908646601,0.925258553,0.963550249
280,0.971242656,0.950754459,0.943064232,0.944130024,0.939317976,0.939255506,0.915554837,0.92041556,0.924962606,0.966630797
281,0.980641272,0.955060609,0.955647472,0.953446219,0.947441006,0.943456018,0.923486315,0.927715756,0.931260453,0.972031582
282,0.984492184,0.96335172,0.96585812,0.960347565,0.96777503,0.957924225,0.932959617,0.94343907,0.939840553,0.978368123
283,0.983448402,0.969737985,0.968968783,0.967310251,0.966384886,0.959742615,0.932110597,0.943384371,0.945889879,0.980561154
284,0.991984114,0.97775474,0.981886984,0.979738955,0.978691157,0.971635043,0.955197305,0.96004554,0.959165623,0.986691855
285,0.980509584,0.970832039,0.982148292,0.978734362,0.97892374,0.969530294,0.953296573,0.963142193,0.963751213,0.982635445
286,0.994398511,0.976924063,0.990883926,0.986077681,0.984420537,0.977549771,0.9718939,0.978174224,0.971388556,0.990808215
287,0.9930365,0.974807837,0.993430421,0.985901545,0.984806166,0.977621514,0.973972597,0.979333003,0.972953053,0.990630022
288,0.990908261,0.977453249,0.995985116,0.989693881,0.987978023,0.976670711,0.979218083,0.981174866,0.977103877,0.993733761
289,0.992522561,0.978628672,0.995541495,0.992163776,0.994662045,0.982754948,0.979978032,0.984747835,0.981168585,0.993106043
290,0.996258165,0.968973889,0.998164597,0.990413559,0.986666973,0.979280265,0.98110988,0.984727271,0.980765271,0.995811618
291,0.991086883,0.979066218,0.997675775,0.983582519,0.987046058,0.984691027,0.980686366,0.983043011,0.983498688,0.996750119
292,0.98916004,0.965203893,0.996291981,0.98504297,0.981630553,0.977611767,0.977993288,0.979788364,0.975117185,0.994436341
293,0.989197042,0.964586873,0.995770509,0.977578545,0.987970096,0.972459596,0.976674345,0.978720354,0.96817698,0.995479976
294,0.988288301,0.964484846,0.995683864,0.979462548,0.966971053,0.957238265,0.965354044,0.968580465,0.959536036,0.992826749
295,0.994884678,0.975182792,0.996284433,0.979073036,0.983835549,0.969645605,0.975390703,0.973963861,0.966012585,0.995941871
296,0.98871122,0.972549629,0.995722979,0.983788191,0.984806086,0.964173133,0.972620418,0.973868337,0.955620824,0.993195522
297,0.988236584,0.976783536,0.992736747,0.980219398,0.979699214,0.9637267,0.96644527,0.966902933,0.957383722,0.992951656
298,0.983220526,0.973812719,0.993250909,0.975144669,0.978714361,0.965995039,0.963082286,0.970190634,0.960760019,0.99323159
299,0.988139113,0.982692712,0.992868737,0.978160433,0.980849252,0.966968118,0.962786583,0.967841754,0.958106148,0.994846244
300,0.986456164,0.985987758,0.988151709,0.981501197,0.983188935,0.969237697,0.968235999,0.969551447,0.959678298,0.995438696
301,0.989444419,0.984734572,0.990339203,0.982626391,0.984030832,0.975592016,0.971349296,0.973817945,0.964147151,0.995446602
302,0.992369817,0.987090121,0.992012755,0.981541158,0.987065002,0.973614434,0.974011509,0.975840412,0.959471341,0.995042531
303,0.989707038,0.981452232,0.990002385,0.973872595,0.97259621,0.975916723,0.962430895,0.968348,0.953129206,0.99278522
304,0.985787885,0.983855092,0.986986655,0.97479834,0.976582589,0.971794823,0.968094298,0.970640941,0.952530557,0.992145793
305,0.984125491,0.979406264,0.98190228,0.971795783,0.97673936,0.970091593,0.963029628,0.965950544,0.947571497,0.990759059
306,0.96635743,0.963953193,0.961734557,0.951883607,0.953399927,0.954692039,0.940749209,0.948464428,0.93467927,0.981909548
307,0.947097673,0.957036519,0.952868569,0.853358187,0.869502172,0.929875963,0.928353033,0.934423588,0.919878546,0.967931048
308,0.944293978,0.941491979,0.935389389,0.855723514,0.870093861,0.909054411,0.909026404,0.915389875,0.916040044,0.962763231
309,0.935352136,0.929076774,0.929784507,0.868431897,0.869606789,0.888576912,0.884466482,0.883958675,0.90493124,0.952992837
310,0.924333986,0.895420326,0.910551801,0.844342569,0.867044349,0.874695307,0.835715411,0.814273527,0.894793182,0.944545814
311,0.935851637,0.886031425,0.932666999,0.862940966,0.876892046,0.877118826,0.839836158,0.778894677,0.898336128,0.955569139
312,0.947800436,0.889052387,0.943881264,0.894017158,0.89973241,0.887148336,0.850887939,0.755698582,0.909920213,0.957101453
313,0.9556698,0.901825721,0.934028618,0.89950535,0.899415521,0.893011933,0.844807832,0.771999309,0.914664347,0.960386129
314,0.963028436,0.907250376,0.944152532,0.921021117,0.915352577,0.90964347,0.838854322,0.775941527,0.925142502,0.967425998
315,0.97214339,0.894784354,0.941775891,0.908994634,0.903841877,0.909126229,0.855974858,0.800032714,0.920704233,0.970354106
316,0.960150164,0.868922083,0.928093652,0.902270836,0.897735577,0.889078089,0.844560927,0.808373527,0.9056022,0.965043525
317,0.953939469,0.847888329,0.909612412,0.893397859,0.889464957,0.87908077,0.819707911,0.804232347,0.890474345,0.958395094
318,0.943463165,0.865784607,0.901093054,0.867961036,0.865047594,0.874716421,0.805603224,0.810912868,0.890522064,0.957762295
319,0.94346355,0.855118923,0.885434605,0.871334444,0.868277961,0.877195872,0.815859373,0.82856306,0.885306004,0.952002811
320,0.959884048,0.893703373,0.891780037,0.897573938,0.887110779,0.904688447,0.8357253,0.849343053,0.895309845,0.966595779
321,0.964870437,0.892536798,0.910395779,0.904185384,0.904673128,0.912192739,0.846236823,0.86083883,0.902553422,0.967583222
322,0.961922166,0.884291521,0.894776377,0.907210623,0.911205314,0.912515031,0.837645424,0.861504332,0.897772273,0.967244576
323,0.964059416,0.890567374,0.888963281,0.893824644,0.919207878,0.918612174,0.837019432,0.851895103,0.883330912,0.96312442
324,0.971560458,0.903568904,0.929306075,0.928631621,0.932589148,0.927590447,0.86336639,0.873454379,0.902919121,0.974033725
325,0.967393445,0.910020347,0.945490964,0.926445564,0.928261945,0.928814551,0.88053127,0.889344366,0.914580415,0.967672827
326,0.97471891,0.925165397,0.946558398,0.947976277,0.952730197,0.941347271,0.889773274,0.900475852,0.932080165,0.975656856
327,0.979585453,0.941754443,0.958706509,0.953279186,0.95331931,0.951430037,0.907253461,0.920174936,0.939233164,0.981498151
328,0.97807892,0.93597622,0.956622707,0.956983678,0.955644604,0.948356924,0.914178305,0.91803584,0.939032702,0.982630491
329,0.974451707,0.943226618,0.959444197,0.954666892,0.958658376,0.950108256,0.917584968,0.922507684,0.937784964,0.977215831
330,0.981213131,0.944235839,0.953911236,0.96194642,0.960070161,0.957434256,0.916291857,0.924977013,0.938111615,0.984477238
331,0.975345193,0.942307592,0.963999344,0.958460834,0.963233359,0.952120935,0.926172869,0.931001099,0.935139561,0.978756947
332,0.981443652,0.944740767,0.964363945,0.963132559,0.958158184,0.951950323,0.91889766,0.930170516,0.938200365,0.987207217
333,0.985768743,0.946921134,0.968158376,0.958363128,0.958171134,0.960744326,0.925527171,0.933314587,0.942346777,0.985336567
334,0.981521879,0.94282295,0.964690893,0.955940132,0.956383091,0.951715475,0.913433735,0.918477851,0.936118132,0.984015659
335,0.985097286,0.954501173,0.97772874,0.96595012,0.96771032,0.962688636,0.935659886,0.943263659,0.952249505,0.987384157
336,0.985420679,0.947803461,0.978436142,0.974530043,0.96384316,0.95741723,0.935647762,0.941870187,0.953639396,0.987907944
337,0.986805796,0.937411087,0.979319956,0.970667999,0.966315202,0.957316174,0.931716082,0.937529444,0.941655912,0.988171419
338,0.988200951,0.96129409,0.989085849,0.976317711,0.975655527,0.964255789,0.952826732,0.955217892,0.963830736,0.990644646
339,0.984955593,0.959336446,0.988964307,0.975048847,0.976170117,0.96418973,0.953330075,0.953885291,0.961964176,0.983978382
340,0.99017459,0.974164418,0.990364468,0.979183939,0.975457859,0.973275977,0.950683738,0.95741254,0.965142762,0.991998319
341,0.993437089,0.97930612,0.992221004,0.984530836,0.981877145,0.976412437,0.958678466,0.96072253,0.965857786,0.994492914
342,0.994063084,0.985548328,0.995361342,0.985468129,0.987608184,0.982696558,0.966255066,0.971607238,0.969509071,0.99554345
343,0.994811122,0.987919452,0.994583851,0.987571199,0.984391327,0.983074515,0.963075157,0.969138304,0.965243306,0.996055023
344,0.993364948,0.987127936,0.99459887,0.991562157,0.991635358,0.982734212,0.974847933,0.976253936,0.971784699,0.995720285
345,0.992437633,0.985525626,0.993920247,0.991743219,0.989489309,0.980360174,0.973813389,0.97486649,0.958254514,0.99393279
346,0.99295803,0.985368194,0.991839776,0.988864137,0.988727462,0.981746964,0.975531564,0.974826447,0.969570791,0.991603063
347,0.992448212,0.988631772,0.991831607,0.990339946,0.987896665,0.982654173,0.973067986,0.971196211,0.960339132,0.993981573
348,0.995191468,0.985628663,0.99353663,0.989408493,0.986173063,0.982580207,0.97243831,0.975103606,0.958144539,0.99573028
349,0.991867645,0.986498721,0.993422924,0.985198249,0.990036546,0.978954686,0.972708759,0.972684184,0.959588762,0.993759782
350,0.996494992,0.989719001,0.99528848,0.991676833,0.990432054,0.987788754,0.979151355,0.97930229,0.971122043,0.996821583
351,0.992335206,0.989321636,0.992347854,0.983732328,0.986830907,0.982578211,0.973690412,0.973202417,0.959320633,0.993969098
352,0.995138082,0.991178009,0.995708762,0.992514431,0.993907532,0.987947837,0.980272833,0.983504005,0.967782907,0.996631656
353,0.996002649,0.990191684,0.995216317,0.993106143,0.992259806,0.989262846,0.982965321,0.982865256,0.974693265,0.997139304
354,0.993816505,0.983787133,0.995345479,0.990524764,0.99046706,0.984561094,0.975010501,0.977324114,0.969523589,0.995640026
355,0.993797605,0.991396239,0.994044969,0.988767072,0.991865588,0.986018233,0.976739528,0.977934309,0.975003183,0.99592577
356,0.995435604,0.989833583,0.993899307,0.992009973,0.991627132,0.987937272,0.978396634,0.981177679,0.973264606,0.996416454
357,0.997109785,0.991976936,0.997262144,0.992153021,0.990878357,0.988024647,0.980562534,0.9839773,0.972065691,0.997246314
358,0.997054592,0.990538561,0.996773798,0.995511186,0.994547401,0.993272111,0.98758324,0.985814863,0.975059979,0.997429924
359,0.995114369,0.988362102,0.993754787,0.993109777,0.993609166,0.987999511,0.98357845,0.984825027,0.970105813,0.996515774
360,0.996595286,0.993492375,0.996256659,0.995373683,0.995634873,0.994195911,0.98439063,0.986381557,0.976095088,0.998471835
361,0.996822087,0.987640119,0.995812885,0.992810337,0.991805988,0.987876168,0.980244936,0.9809282,0.966573525,0.996922912
362,0.992195931,0.986324438,0.995291354,0.990509702,0.991825025,0.983224906,0.975217439,0.981179673,0.957846651,0.993084784
363,0.994342729,0.981955802,0.991588569,0.986461494,0.984467841,0.983183283,0.969718713,0.973253999,0.954300345,0.993743054
364,0.986897055,0.975420147,0.990209096,0.984326703,0.982621159,0.974895265,0.966470827,0.969214485,0.947807983,0.989973923
365,0.980691442,0.968881638,0.986666241,0.973905459,0.967266202,0.97053927,0.953785931,0.956096123,0.949245941,0.987426364
366,0.984554623,0.963142162,0.9810004,0.927050503,0.888892555,0.967242656,0.948208241,0.951977319,0.94288212,0.987842173
367,0.986264583,0.968075577,0.98312088,0.935424827,0.8537693,0.967104543,0.954074713,0.948138639,0.951142355,0.988163122
368,0.979943727,0.940406129,0.978952819,0.896609101,0.90635828,0.951990672,0.945278619,0.933682761,0.944143083,0.982510314
369,0.979542997,0.944896284,0.976053905,0.922256791,0.90339707,0.959329871,0.942045204,0.926909047,0.94354621,0.985423965
370,0.979360951,0.9379827,0.973689974,0.929087569,0.912482322,0.956348406,0.928416764,0.901602345,0.947103792,0.981214203
371,0.98303205,0.948769259,0.980514461,0.958108718,0.951721083,0.960453515,0.938705114,0.909901573,0.960635253,0.986641841
372,0.982223896,0.946794879,0.978359828,0.953770005,0.949645164,0.959074284,0.933810595,0.90029468,0.956765539,0.980403132
373,0.986042212,0.963967129,0.978897277,0.966815023,0.963091422,0.969089093,0.946338641,0.906578849,0.966726267,0.989069981
374,0.986607683,0.9645857,0.982056418,0.968341763,0.972086016,0.971334543,0.957707949,0.916553593,0.969071079,0.989299943
375,0.992402058,0.968715339,0.984583827,0.978026674,0.973853398,0.979411259,0.961574621,0.925265278,0.967780128,0.990914883
376,0.978962495,0.965892948,0.979046441,0.97206734,0.966478411,0.966814887,0.94789034,0.924842254,0.960029109,0.985576775
377,0.989316838,0.973381954,0.987936717,0.979873958,0.976564204,0.979557491,0.960849804,0.946064239,0.976674988,0.992132682
378,0.989381248,0.974941262,0.982982218,0.976908857,0.977430376,0.979128222,0.962813409,0.952728838,0.976752751,0.991075138
379,0.989821807,0.974131424,0.981788674,0.975783664,0.976136645,0.979890761,0.966180869,0.956392326,0.973026062,0.991622583
380,0.982256333,0.975781266,0.980772113,0.976650346,0.974817017,0.978892665,0.96543321,0.955388668,0.970971381,0.987422593
381,0.993160239,0.978710138,0.985842979,0.986245388,0.979351446,0.983951597,0.966623005,0.960705398,0.973775457,0.991897381
382,0.988069462,0.975586413,0.985641479,0.984033077,0.981937334,0.982833784,0.971742246,0.965970067,0.976091358,0.991324676
383,0.993605844,0.980489967,0.989074407,0.986037829,0.984144271,0.986528008,0.976120039,0.971597715,0.978450869,0.992718256
384,0.987737697,0.978442286,0.988133633,0.976336261,0.981596509,0.982138967,0.966532834,0.968484435,0.973153773,0.992435928
385,0.986934691,0.978473537,0.984914515,0.987848342,0.984916062,0.981757537,0.970357066,0.965905299,0.972299315,0.990713479
386,0.992166744,0.976059709,0.987840472,0.977089868,0.981957397,0.981972121,0.973244374,0.972944031,0.978381003,0.990547611
387,0.978819119,0.972919661,0.983953446,0.980681187,0.98185827,0.977990876,0.966234025,0.964618299,0.973175738,0.988876148
388,0.989778072,0.978086086,0.98847553,0.982231428,0.983607758,0.979552245,0.971092422,0.969120336,0.976207575,0.987528618
389,0.992588311,0.976933636,0.985492052,0.98139344,0.982932474,0.981000688,0.971408138,0.967322518,0.969875982,0.989483119
390,0.991858215,0.979790212,0.9905526,0.984105313,0.979557106,0.98345085,0.973296996,0.967231984,0.973470043,0.989721583
391,0.991196763,0.97229736,0.990979372,0.984563556,0.981181424,0.980024523,0.974777069,0.967090198,0.970257452,0.991145875
392,0.994969664,0.978865849,0.995454119,0.985377313,0.986294804,0.984505065,0.976899532,0.968251993,0.973762897,0.993798771
393,0.989167337,0.972472693,0.989402663,0.983623507,0.981155537,0.977128671,0.971861861,0.963765002,0.96584991,0.988868659
394,0.992766719,0.983341755,0.991576865,0.986645244,0.989699627,0.983759264,0.98092992,0.97524163,0.976467421,0.994383335
395,0.994326927,0.981987233,0.996178755,0.978120663,0.982977689,0.987721682,0.973577639,0.971764627,0.977171808,0.995174187
396,0.996368129,0.976249471,0.995620835,0.985235817,0.972370546,0.987187025,0.977953359,0.971737862,0.973157577,0.996336565
397,0.988644565,0.95850323,0.99300949,0.959403889,0.964472374,0.978241701,0.96251152,0.953060106,0.958797644,0.990239034
398,0.994948229,0.976613539,0.996606564,0.984911288,0.969835598,0.984337779,0.974844538,0.962403176,0.965306271,0.993424943
399,0.992770893,0.976005775,0.993798866,0.980876955,0.968275194,0.98341565,0.9750179,0.961080124,0.970978927,0.994308363
