,LB,BOLE,MOOB,ARF,ARFre,VU-LB,VU-ARF,VU-ARFre,OALE,CALMID
150,0.974224913,0.929661923,0.963590692,0.709283331,0.669607333,0.952127639,0.951473183,0.935936527,0.92166165,0.974302676
151,0.976475024,0.915908361,0.964879777,0.815770988,0.724085782,0.962597265,0.952574508,0.937039104,0.920590782,0.979399397
152,0.988635292,0.933025765,0.974273183,0.881245359,0.837184763,0.959967105,0.961848669,0.941637318,0.920844184,0.982380304
153,0.984136261,0.905980293,0.970407937,0.891933463,0.846147212,0.951151893,0.953455176,0.943106458,0.913292723,0.975005599
154,0.989188771,0.919320954,0.983556282,0.932802333,0.897168747,0.9681496,0.961000805,0.953200565,0.928681171,0.984445181
155,0.988764637,0.935368696,0.978242144,0.957413081,0.938278039,0.968095763,0.968000357,0.958124745,0.926534882,0.98480281
156,0.987784719,0.940648357,0.977095838,0.954491775,0.930733491,0.96406192,0.96243789,0.958004053,0.931631454,0.984147913
157,0.990596728,0.952556079,0.985535977,0.962050955,0.956896687,0.975537283,0.973019635,0.968766621,0.939909571,0.988595115
158,0.985829247,0.919542243,0.978641542,0.948485928,0.927366615,0.952559081,0.95170364,0.939904161,0.903299841,0.974760544
159,0.985364702,0.952704014,0.977713591,0.959773548,0.9597175,0.971249384,0.968762917,0.950819269,0.929190355,0.984030983
160,0.992625336,0.9524866,0.981398861,0.973171378,0.969429797,0.975458865,0.973783356,0.96528612,0.934843868,0.989185568
161,0.993186188,0.949041046,0.986553752,0.96936677,0.961821105,0.972903627,0.971416527,0.96917826,0.932646595,0.988564942
162,0.990474705,0.946951684,0.986064142,0.976051381,0.968360768,0.967010409,0.972495447,0.966876141,0.926193207,0.984844104
163,0.990361409,0.947006862,0.986028928,0.979533729,0.968026966,0.97122215,0.971750035,0.968576851,0.925888768,0.989638141
164,0.990296971,0.94784928,0.986849778,0.976354024,0.973188884,0.974451219,0.974565593,0.962526389,0.932794139,0.988481742
165,0.993033468,0.945420084,0.9856262,0.976047727,0.971222758,0.971093227,0.975169047,0.967662317,0.924397667,0.988246365
166,0.994632661,0.953087939,0.990148779,0.982786164,0.974453474,0.978926413,0.977425541,0.971240727,0.934742193,0.990395888
167,0.990806741,0.944739401,0.97978148,0.981408578,0.976530476,0.973966679,0.973683803,0.962492621,0.929696103,0.98727748
168,0.990253471,0.952992016,0.986636115,0.97825491,0.975918709,0.97778967,0.973836352,0.963967484,0.932177904,0.989233568
169,0.989894055,0.951305302,0.986909255,0.972230946,0.969265248,0.972413753,0.97118511,0.962296005,0.927697206,0.987913917
170,0.989956247,0.956504417,0.987094479,0.979049277,0.974216789,0.977546658,0.975535543,0.965440158,0.933891451,0.988358005
171,0.995678939,0.960959309,0.992846652,0.986547316,0.986061391,0.980517055,0.980769373,0.972186331,0.937085347,0.992750139
172,0.991921466,0.955747428,0.986432181,0.979148466,0.982684635,0.977359337,0.975075865,0.971055765,0.933849553,0.990271644
173,0.995731513,0.967991135,0.989114475,0.987372015,0.983075773,0.982760088,0.983244884,0.974928826,0.946273429,0.994051681
174,0.993177893,0.95583511,0.988917633,0.979160019,0.980102076,0.977144683,0.977965676,0.966963873,0.936457874,0.987204195
175,0.994561203,0.965735512,0.991728239,0.987864845,0.983067625,0.983514336,0.982949377,0.974700998,0.943054847,0.994588087
176,0.991660341,0.967522481,0.993018482,0.984954225,0.981728049,0.984964588,0.980238678,0.975099789,0.951618283,0.994176206
177,0.990476693,0.9569638,0.985408318,0.978254016,0.981734282,0.972110378,0.972627317,0.974069401,0.93394686,0.989372983
178,0.995558193,0.961386722,0.990114711,0.980978425,0.983738938,0.980572871,0.978210871,0.968568712,0.939416164,0.994076182
179,0.992375191,0.954476611,0.990603691,0.979737781,0.98212167,0.975517761,0.976322447,0.97174868,0.938020439,0.991494378
180,0.990857005,0.957950286,0.987757833,0.985129425,0.986290001,0.978488544,0.973581786,0.973209735,0.933622572,0.990854989
181,0.99502613,0.961705213,0.991998028,0.986274894,0.987315599,0.980032314,0.982502933,0.975645461,0.936624577,0.993484638
182,0.995095333,0.957672453,0.992050822,0.979346418,0.984953334,0.977655956,0.978377983,0.980233433,0.930796673,0.992973195
183,0.989698657,0.96373526,0.98723497,0.979534263,0.988373387,0.981499872,0.978740765,0.976168297,0.942343447,0.992316193
184,0.994746718,0.955676925,0.989398236,0.98064409,0.985258541,0.978132203,0.976321148,0.973448081,0.932056054,0.991289191
185,0.990190272,0.95944874,0.991377091,0.986063152,0.985390158,0.978225289,0.979399028,0.970933632,0.937302426,0.989179236
186,0.992238704,0.964190805,0.99105368,0.980683322,0.977657483,0.979866517,0.977532826,0.973459486,0.940806798,0.990685942
187,0.991976752,0.96261623,0.986588512,0.983044447,0.981591169,0.97812239,0.977773964,0.975873256,0.933670923,0.994208015
188,0.993336581,0.970721666,0.990111382,0.985484197,0.988229001,0.977381915,0.980474124,0.975040501,0.932809374,0.99081388
189,0.994517281,0.971057557,0.990909649,0.987451437,0.987223232,0.978599642,0.981875422,0.975684333,0.927937245,0.99168756
190,0.994469198,0.97804557,0.993761424,0.987070319,0.991237837,0.983773447,0.982191467,0.9737971,0.944076119,0.995107191
191,0.987574593,0.965777314,0.983808256,0.986192072,0.979250975,0.977225266,0.97785444,0.976936219,0.930561181,0.989844447
192,0.991930622,0.974841035,0.991871274,0.985714422,0.984521335,0.979894988,0.982471577,0.979956498,0.93316491,0.994340079
193,0.994854305,0.970194927,0.989849782,0.987470466,0.985169708,0.978620653,0.978527603,0.976174514,0.943898188,0.99041888
194,0.996210171,0.97252729,0.990853209,0.988058575,0.984264396,0.980608806,0.982660571,0.978845474,0.932606892,0.994607427
195,0.994267337,0.97588009,0.991506082,0.992349474,0.9909157,0.980650693,0.985004151,0.980995084,0.929543144,0.994447312
196,0.979425021,0.961125951,0.978483768,0.969518983,0.976263913,0.965821133,0.969383407,0.968484595,0.918495806,0.978246605
197,0.91002952,0.871647612,0.834733582,0.813657444,0.814604453,0.833886559,0.795112152,0.817171696,0.832606301,0.864199396
198,0.934471414,0.904316456,0.830630978,0.842688934,0.841186184,0.887789725,0.847068214,0.849084341,0.886591855,0.928148329
199,0.955100131,0.928475741,0.843109831,0.877851945,0.861442597,0.911579373,0.88972386,0.860747305,0.904290998,0.941488976
200,0.950320327,0.90305412,0.870915261,0.908839718,0.902630042,0.923139562,0.90024714,0.903376393,0.91454927,0.947304838
201,0.974425474,0.921718357,0.88129208,0.940459073,0.932141033,0.93098396,0.914031978,0.910415353,0.928557004,0.956141213
202,0.962755826,0.912156702,0.887754151,0.934185002,0.922735938,0.928912767,0.909076225,0.907241404,0.91845085,0.957913214
203,0.977907199,0.909868477,0.90027616,0.940744009,0.944313635,0.925436399,0.902030435,0.894758849,0.92335029,0.962674033
204,0.977957149,0.92443144,0.904132364,0.950463613,0.957974809,0.936782396,0.909828713,0.914644088,0.928975215,0.965767191
205,0.983556586,0.93204795,0.918007209,0.965319556,0.958380165,0.944214001,0.927025718,0.910305123,0.936795772,0.972100698
206,0.972797699,0.924104375,0.902298573,0.957640399,0.952812425,0.934524108,0.915995031,0.914007975,0.920314973,0.964684732
207,0.972214785,0.917546375,0.902656465,0.962435823,0.960310661,0.935919676,0.915550864,0.921748258,0.927680895,0.966051907
208,0.983570794,0.924885815,0.923290577,0.955657022,0.955074522,0.939611835,0.921090936,0.916658739,0.930401179,0.972140352
209,0.981369239,0.933080669,0.924746556,0.962593013,0.965456348,0.944806136,0.930865448,0.928005301,0.933862193,0.976319871
210,0.981381952,0.929359095,0.922799513,0.965285784,0.965654595,0.936178636,0.926360991,0.933195177,0.930679894,0.971623716
211,0.984983531,0.923780471,0.931497833,0.962811116,0.96373028,0.94171714,0.930091608,0.9319665,0.930105719,0.976574186
212,0.97931054,0.913467139,0.922625885,0.963056269,0.964893183,0.929812036,0.92094883,0.924222169,0.919422573,0.971452625
213,0.987432411,0.922906869,0.928004222,0.972412299,0.977415075,0.945666041,0.936333709,0.933938954,0.934494882,0.978587801
214,0.983371928,0.921695831,0.933282838,0.97209916,0.975293027,0.939044862,0.937504848,0.937249771,0.917736126,0.978845343
215,0.978497618,0.918329364,0.928795025,0.971228226,0.972842417,0.937864447,0.929247196,0.935904864,0.919545515,0.972645894
216,0.986757335,0.930384563,0.94295501,0.968411087,0.974524273,0.955690302,0.940284263,0.930695198,0.929846814,0.98187385
217,0.989534223,0.923124475,0.938022236,0.973490727,0.97736461,0.958215998,0.940776246,0.941641932,0.926301556,0.979274469
218,0.98437705,0.92591441,0.944739271,0.976122311,0.975006507,0.95535235,0.937227209,0.938405226,0.925294408,0.980877567
219,0.988764494,0.927995525,0.953784488,0.974075394,0.972382364,0.962689848,0.94142649,0.947761535,0.928206382,0.983804492
220,0.99160859,0.928461509,0.951991712,0.981769697,0.983986584,0.96949383,0.957524397,0.956910858,0.938381665,0.987093957
221,0.989575258,0.919683186,0.947718909,0.977108056,0.979597077,0.960086239,0.951685251,0.94589432,0.924823222,0.98216403
222,0.986999439,0.919741306,0.939846529,0.97561647,0.966584116,0.960979476,0.943842604,0.944813853,0.917318537,0.982285216
223,0.992564998,0.915746819,0.948445022,0.976913072,0.981988309,0.961264107,0.948533596,0.946347493,0.931397619,0.986039982
224,0.993460722,0.910908832,0.95577749,0.980426481,0.983748159,0.964654163,0.953292171,0.948894538,0.931601105,0.987745653
225,0.991720841,0.915985118,0.949206951,0.980495998,0.984419342,0.969597144,0.957571926,0.962318005,0.928054673,0.986870546
226,0.986035971,0.917593231,0.95775967,0.985976132,0.987363392,0.969914786,0.960858845,0.965940312,0.936225225,0.988706185
227,0.988366081,0.906750829,0.956315137,0.97933218,0.978854085,0.961909479,0.946506467,0.951180536,0.92894853,0.982547823
228,0.992895449,0.91207325,0.958901801,0.98089749,0.982245628,0.971878071,0.959661287,0.959716148,0.93988504,0.986824322
229,0.990470246,0.914048731,0.960150341,0.986255994,0.982018484,0.977358002,0.961610087,0.972835756,0.935763797,0.991306667
230,0.99105884,0.913540011,0.956152206,0.983498016,0.9801869,0.967993272,0.956117489,0.952732082,0.933665003,0.987600354
231,0.990107218,0.927382009,0.959362902,0.973933935,0.982408769,0.973055117,0.962025483,0.961114307,0.936593035,0.989225089
232,0.991323356,0.911569352,0.960452248,0.980321023,0.977312504,0.963863931,0.95163733,0.947891451,0.926789736,0.986885747
233,0.990658422,0.922592044,0.957141644,0.974132876,0.979082101,0.965960645,0.955366227,0.945293937,0.934998448,0.988342315
234,0.993094526,0.935188999,0.964935194,0.984016735,0.984962349,0.974913426,0.961367042,0.957611491,0.937246158,0.990195104
235,0.986903972,0.935628795,0.960768582,0.982844318,0.980531249,0.973409346,0.958837698,0.958409585,0.935374923,0.987762676
236,0.989696611,0.936719951,0.965975155,0.97703253,0.980994161,0.971455202,0.955507964,0.952012169,0.936141864,0.991057744
237,0.993490451,0.937712824,0.964309616,0.986005649,0.988259636,0.978370903,0.963306515,0.968731093,0.938159678,0.990438304
238,0.988353573,0.930701905,0.96615596,0.980552758,0.978918743,0.974652914,0.958406166,0.957239743,0.931906993,0.990849037
239,0.996452878,0.941420704,0.971894608,0.981872112,0.983434326,0.981752093,0.968983097,0.972731107,0.941306387,0.993277961
240,0.994006528,0.947722519,0.963426033,0.986236702,0.98926612,0.979936574,0.968910068,0.973144259,0.939290398,0.992290325
241,0.993021666,0.938931032,0.96694384,0.986171176,0.987155782,0.979928022,0.966570451,0.971473911,0.934973809,0.992230683
242,0.994848446,0.944551016,0.963867382,0.985659347,0.986589917,0.978780619,0.967707374,0.971694943,0.939004943,0.992117169
243,0.99562485,0.931227536,0.968507477,0.983224088,0.989328633,0.975509,0.964878145,0.963196296,0.933858773,0.991984987
244,0.989379851,0.938687641,0.96877266,0.987013545,0.985229339,0.973973523,0.964320416,0.963433908,0.934103677,0.992075972
245,0.953915966,0.902751485,0.901571026,0.918403675,0.914268792,0.920715253,0.908304587,0.918754907,0.890181491,0.938243665
246,0.966898305,0.933668286,0.886041324,0.80783282,0.785020506,0.918002069,0.897782215,0.90275727,0.913571873,0.954161911
247,0.972355544,0.952383228,0.891509198,0.889109028,0.840527319,0.940306975,0.912689883,0.906396056,0.934377551,0.964670993
248,0.962778804,0.94133852,0.901122332,0.88797475,0.861984123,0.930986612,0.901653297,0.893498336,0.916732132,0.956823047
249,0.977403128,0.954862484,0.896058601,0.929720973,0.913208981,0.958096114,0.922466622,0.906201917,0.927423342,0.967512431
250,0.976908134,0.951993707,0.911525557,0.933918517,0.927896799,0.95419957,0.917781394,0.891607789,0.915667107,0.973741076
251,0.983444063,0.957330086,0.920519588,0.940619761,0.938058279,0.954453424,0.924890244,0.914200126,0.920181147,0.974206817
252,0.981268168,0.965437184,0.92757882,0.945658741,0.938689627,0.961855506,0.924028335,0.919676034,0.93051152,0.9778698
253,0.986135141,0.960769318,0.927866969,0.95276519,0.951920972,0.95992556,0.930391685,0.922190632,0.929335724,0.975015085
254,0.991260891,0.970348059,0.93906354,0.968212415,0.967065253,0.970290128,0.933647924,0.923814863,0.927780003,0.982100066
255,0.980097029,0.957095467,0.930408963,0.949858729,0.948140896,0.963251769,0.925297809,0.920337127,0.922330325,0.974602805
256,0.977732602,0.962906418,0.928963894,0.960382116,0.958005209,0.965179906,0.930347779,0.929141508,0.928134875,0.97805076
257,0.988187029,0.963340194,0.944471364,0.955628777,0.958776843,0.949194708,0.93056162,0.930467232,0.927727613,0.980823222
258,0.989495616,0.964315914,0.934347385,0.972311488,0.96617613,0.967716625,0.939191674,0.942529403,0.930384899,0.983323961
259,0.98173823,0.958532971,0.937636403,0.956824324,0.956171382,0.952652992,0.931852744,0.936626397,0.924905396,0.976074865
260,0.991257072,0.965070746,0.942193071,0.971054119,0.970903486,0.96705425,0.944277264,0.946947466,0.931086452,0.983805744
261,0.9890586,0.967233375,0.939386501,0.970315357,0.96664161,0.966982297,0.945885099,0.943947531,0.934451843,0.980761149
262,0.991733651,0.969329779,0.947441425,0.971032131,0.96929703,0.964903656,0.944819742,0.943853341,0.934516489,0.984558175
263,0.974647276,0.968120081,0.951713573,0.974696526,0.970424479,0.964854804,0.946426562,0.95028993,0.933873075,0.980106697
264,0.988079743,0.966819799,0.945612037,0.97702031,0.975630893,0.964025496,0.951763876,0.94810702,0.929760819,0.982576436
265,0.990006224,0.96306734,0.943783392,0.968249033,0.972427605,0.964643499,0.941982463,0.931955426,0.921198715,0.982585089
266,0.991001143,0.95751474,0.946805438,0.972516969,0.966021233,0.966751164,0.949348896,0.946715179,0.930506121,0.979016738
267,0.987569658,0.972724791,0.953737328,0.9787354,0.975161034,0.976503544,0.957220027,0.954334996,0.938401139,0.98799511
268,0.989313772,0.970693473,0.944238573,0.978091025,0.97165682,0.974696874,0.955236626,0.941101474,0.926838745,0.986799672
269,0.975540596,0.967802149,0.9456882,0.980690469,0.971623819,0.969924237,0.954792347,0.950071879,0.932462005,0.982691518
270,0.994581428,0.973563114,0.950028115,0.976661389,0.972530483,0.976741202,0.958583188,0.953870505,0.938961844,0.988879532
271,0.990996176,0.974610627,0.954516758,0.979332622,0.971486764,0.971131669,0.950971213,0.938190596,0.926754766,0.984466604
272,0.994201261,0.967553723,0.942934949,0.97687034,0.972729912,0.968095053,0.954319167,0.940794394,0.924373972,0.987971852
273,0.990839562,0.962975581,0.956662727,0.981043493,0.97530004,0.962903754,0.958421085,0.94647395,0.928396881,0.984139044
274,0.995928996,0.97484443,0.960867056,0.983117205,0.983910565,0.977731025,0.965828291,0.953275311,0.934197357,0.991655144
275,0.984654478,0.969309948,0.955486947,0.97691758,0.975314827,0.968528292,0.957200818,0.943381053,0.927152022,0.985630123
276,0.99553711,0.97449762,0.961399838,0.983788482,0.983899032,0.970730068,0.961298479,0.94823262,0.937312701,0.991419565
277,0.989170865,0.974643116,0.954849508,0.981659564,0.977758902,0.967712173,0.959974042,0.951487878,0.931738658,0.985491413
278,0.988344421,0.969746155,0.955446869,0.979525846,0.978020085,0.967155118,0.959592725,0.947565342,0.927353509,0.989035809
279,0.994939537,0.971152916,0.953539513,0.978112561,0.972277547,0.977781802,0.956161988,0.947173322,0.927740093,0.992615944
280,0.996484745,0.974296945,0.958107951,0.985943668,0.982623846,0.973924641,0.966953113,0.950023705,0.927634064,0.99234826
281,0.989568638,0.971184967,0.951694058,0.978043107,0.975885721,0.966121549,0.956295578,0.940531914,0.92685477,0.989490162
282,0.99567701,0.974953569,0.961829662,0.98390808,0.983498424,0.97653496,0.968876743,0.954800582,0.938997285,0.991964662
283,0.99183486,0.969768104,0.956678676,0.98092971,0.975742235,0.962291672,0.955062949,0.9382544,0.920969841,0.982936957
284,0.997519245,0.978186586,0.96641098,0.987617102,0.987172231,0.981277036,0.97180018,0.961802615,0.943421723,0.99403496
285,0.98898718,0.96689564,0.957968756,0.973271646,0.977790432,0.961804268,0.951686428,0.941406315,0.928142414,0.983661528
286,0.989766773,0.976506971,0.95559885,0.987059817,0.982480998,0.974047329,0.963778767,0.958928669,0.927340833,0.992373138
287,0.99709838,0.977511068,0.962186563,0.981365579,0.981085124,0.972393157,0.961008145,0.951372353,0.937298379,0.991294505
288,0.997589721,0.979355865,0.957426021,0.985107951,0.985743829,0.97535763,0.966833642,0.964538066,0.936130538,0.993905645
289,0.99312259,0.97931264,0.964121075,0.979934851,0.983424911,0.983965403,0.971762422,0.958760772,0.944686789,0.995290183
290,0.988698261,0.977332045,0.961260532,0.984798915,0.980475748,0.974921141,0.960528756,0.956234052,0.926560683,0.991009048
291,0.998037075,0.982284784,0.962271601,0.988012085,0.985129419,0.978785672,0.969012313,0.961207257,0.93675507,0.993468841
292,0.996478401,0.985967306,0.966230418,0.986976532,0.985411975,0.978885575,0.965560625,0.96156263,0.9420166,0.99539108
293,0.996637479,0.981312916,0.963337177,0.987531078,0.986908923,0.982381963,0.970633286,0.962562028,0.939383363,0.995336991
294,0.994606892,0.981742367,0.96506827,0.983659401,0.983355275,0.983446173,0.970476776,0.96693596,0.938682543,0.992119522
295,0.995918484,0.98049159,0.960525583,0.986050598,0.985160579,0.97130699,0.964774039,0.957797442,0.931893422,0.993059413
296,0.991868317,0.980555934,0.953155045,0.985929198,0.986395158,0.982836404,0.972490668,0.966718343,0.936398598,0.993728791
297,0.994577445,0.9831309,0.973305367,0.986120102,0.984909751,0.973876538,0.967163115,0.966444734,0.937341149,0.991581137
298,0.997750699,0.981072064,0.959944136,0.985846646,0.980425652,0.973603204,0.962354564,0.956449715,0.92334255,0.991731828
299,0.997774734,0.984068479,0.967480434,0.99063561,0.989337933,0.984092366,0.97533719,0.972557741,0.940720277,0.995622429
